speciesid | content
200003489 | Rhizomes erect or ascending, short; scales dark brown, linear-lanceolate. Fronds somewhat dimorphic (fertile fronds with longer, broader segments), clustered. Stipe (5-)12-30 cm × 1-5 mm, straw-colored above a brown base, brown color sometimes extending abaxially to rachis. Lamina of sterile fronds ovate-deltoid to narrowly ovate-deltoid, 2- or 3-pinnate-pinnatifid, apex acuminate, papery when dry, green to grayish green, not farinose. Lamina of fertile fronds ovate-lanceolate to oblong-ovate, (5-)15-35 × 9-18 cm, 3- or 4-pinnate or rarely 2-pinnate-pinnatifid, with long, linear, simple, terminal segments; lateral pinnae (4-)10-15 pairs, basal pair slightly largest, oblong-lanceolate or deltoid, with stalks 3-6 mm. Ultimate segments of sterile lamina sometimes closely spaced but not overlapping, sessile, less than 1 mm wide at base, slightly wedge-shaped, apex wider and with 1-3 small teeth or narrowly notched, slightly thickened or recurved. Ultimate pinnules of fertile lamina not overlapping, linear when young, 5-15 × 1.5-2 mm, wider at maturity (2-3 mm), stalks 2-3 mm, base cuneate, apex acuminate or acute. Longest sori 10-20 mm or more, intermixed with bright yellow farina. False indusia linear, extending nearly to midvein, with entire margins. 2n = 58.
200003489 | Rock crevices of dry valleys; 100-1500 m. E Hainan, Taiwan, Xizang, Yunnan [Bangladesh, Bhutan, Cambodia, India, Laos, Malaysia, Myanmar, Nepal, Thailand, Vietnam; Oceania].
200003490 | 蚀盖金粉蕨 shi gai jin fen jue 
200003490 | Onychium japonicum (Thunberg) Kunze var. delavayi Christ.
200003490 | Rhizomes short, decumbent; scales light brown, narrowly lanceolate. Fronds slightly dimorphic (fertile fronds with narrower segments than sterile ones), closely spaced, often appearing clustered. Stipe straw-colored, sometimes slightly darkened at very base, 7-20 cm × ca. 2 mm (longer on fertile than sterile fronds). Lamina of sterile fronds ovate to narrowly ovate or elliptic-lanceolate, 3-pinnate-pinnatifid, thinly herbaceous. Lamina of fertile fronds elliptic-lanceolate, 15-25 × 5-10 cm, 3- or 4-pinnate, apex acuminate, firmly papery when dry, green, not farinose; lateral pinnae 8-10 pairs; longest pinnae lanceolate, stalks 4-10 mm. Ultimate pinnules (segments) of sterile lamina crowded but mostly not overlapping, obovate or oblong, with sharp teeth at apex, 1 veinlet per tooth, margins often slightly thickened or somewhat cartilaginous. Ultimate pinnules (segments) of fertile lamina not overlapping, oblong-linear or lanceolate, 1-6 × 0.4-0.9 mm, sessile or decurrent on costule, apex acuminate or acute. Sori 3-5 mm, glabrous. False indusia linear to narrowly oblong, not approaching midvein, with erose margins. 2n = 87.
200003490 | Forest margins, under shrubs; 100-2700 m. W Guizhou, Sichuan, Yunnan [Bhutan, India, N Myanmar, Nepal, Philippines].
200003490 | Onychium tenuifrons is similar to O. japonicum but differs in having clustered fronds, lighter and thinner rhizome scales, and false indusia with erose margins.
200003491 | 西藏金粉蕨 xi zang jin fen jue 
200003491 | Rhizomes long creeping; scales brown or reddish brown, lanceolate. Fronds monomorphic, widely spaced. Stipe 10-28 cm, straw-colored above a dark brown base. Lamina elliptic, 24-28 × ca. 15 cm, base cuneate, apex acuminate, 3-pinnate-pinnatifid to 4-pinnate, thinly papery to papery when dry, dark green, not farinose. Lateral pinnae 8-10 pairs, alternate, crowded, basal pair similar to but larger than adjacent pinnae, elliptic, 13-16 × 3-5 cm, stalked to ca. 1 cm, base cuneate, apex caudate. Ultimate sterile pinnules (segments) similar to but shorter than fertile ones. Ultimate fertile pinnules (segments) not overlapping, linear to elliptic-lanceolate, 5-7(-10) × ca. 1 mm, apex acuminate. Sori restricted to median portions of ultimate fertile pinnules (segments), 2-5 mm. False indusia oblong to narrowly oblong, extending nearly to midvein, entire.
200003491 | ● Banks of ditches under trees; 2000-2300 m. Xizang.
200003491 | Onychium tibeticum is similar to O. cryptogrammoides but differs in having a brown stipe base, caudate pinna apices, and longer ultimate segments. However, some botanists consider it to represent a mere variant of O. japonicum that was described based on a specimen with the frond intermediate between sterile and fertile morphologies.
242335790 | 川西金毛裸蕨 chuan xi jin mao luo jue 
242335790 | Rhizomes decumbent, short, stout, densely scaly; scales brown or dark brown, shiny, narrowly subulate. Fronds closely spaced; stipe densely pale brown sericeous when young; lamina adaxially brownish green, lanceolate to broadly lanceolate or ovate, soft leathery when dry, abaxially densely sericeous, adaxially sparsely sericeous, 1- or 2-imparipinnate; rachis and costae sericeous. Pinnae long stalked. Ultimate pinnules ovate or narrowly ovate, base cordate, margins entire or with 1 or 2 small segments, apex obtuse. Veins obscure. Sori covered with hairs.
242335790 | ● Rock cliffs, rock crevices by ditches, on rocks beneath shrubs or woods; 800-3600 m. Gansu, Hebei, Henan, W Hubei, Nei Mongol, Shaanxi, Sichuan, Xizang, Yunnan.
242335790 |                                   1
  Lamina 2-pinnate; inframedial pinnae lanceolate or deltoid-lanceolate.
   
  4a var. bipinnata
+
  Lamina 1-pinnate; pinnae ovate or narrowly ovate, entire, or at most with 1 or 2 free segments in proximal pinnae.
   
  4b var. auriculata
242335790 |                           
Lower TaxaParagymnopteris bipinnata var. auriculata  (Franchet) K. H. ShingParagymnopteris bipinnata var. bipinnata  
242335790 | Lower Taxa
242335792 | 滇西金毛裸蕨 dian xi jin mao luo jue 
242335792 | Gymnogramma delavayi Baker, Ann. Bot. (Oxford) 5: 484. 1891; Gymnopteris delavayi (Baker) Underwood; G. marantae (Linnaeus) Ching var. intermedia Ching; Neurogramma delavayi (Baker) Diels; Notholaena bureaui Christ; N. delavayi (Baker) C. Christensen; N. marantae (Linnaeus) R. Brown var. delavayi (Baker) Tagawa; Paraceterach delavayi (Baker) R. M. Tryon; Paragymnopteris delavayi var. intermedia (Ching) X. C. Zhang; P. marantae (Linnaeus) K. H. Shing var. intermedia (Ching) K. H. Shing.
242335792 | Rhizomes ascending or decumbent, short, stout; scales tan, narrowly subulate. Fronds clustered; stipe chestnut-black, 8-12 cm × 1-2 mm, base slightly scaly and hairy, distally hairy or subglabrous; lamina adaxially pale green, oblong-lanceolate or broadly linear-lanceolate, 5-14 × 2-4 cm, imparipinnate, leathery when dry, abaxially densely covered with brown, pellucid, ovate-lanceolate scales, adaxially glabrous, apex shortly acuminate or caudate; rachis with sparse, narrow subulate scales. Pinnae (5-)10-15 pairs, falcate-lanceolate or lanceolate, 1.5-2.5 × ca. 0.5 cm, shortly stalked (distal pinnae sessile), base rounded or with a macroscopic auricle (sometimes a small oblong segment). Veins obscure, pinna midrib convex abaxially, slightly concave adaxially. Sori usually covered with scales, with 32 spores per sporangium.
242335792 | Limestone crevices in open woods; 2200-4600 m. Gansu, W Guizhou, Hebei, Qinghai, Shaanxi, Shanxi, Sichuan, Xizang, Yunnan [Bhutan, N India (Uttarakhand), Nepal].
242335792 | Paragymnopteris delavayi looks very much like P. marantae except for its undivided pinnae and jointed long hairs (rarely with hairy scales with 2 or 3 rows of cells) on stipes. In addition, both are distributed in NW Yunnan, even in the same locality, only the former grows on calcareous substrates and the latter mostly on non-calcareous rocks.
242335793 | 欧洲金毛裸蕨 ou zhou jin mao luo jue 
242335793 | Acrostichum marantae Linnaeus, Sp. Pl. 2: 1071. 1753; A. canariense Willdenow; A. subcordatum Cavanilles; Ceterach marantae (Linnaeus) Candolle; Cheilanthes marantae (Linnaeus) Domin; Cincinalis marantae (Linnaeus) Desvaux ["maranthae"]; Gymnogramma marantae (Linnaeus) Mettenius; Gymnopteris marantae (Linnaeus) Ching; Notholaena marantae (Linnaeus) R. Brown; N. marantae subsp. subcordata (Cavanilles) Benl & Poelt; Paraceterach marantae (Linnaeus) R. M. Tryon.
242335793 | Rhizomes decumbent or ascending, short, stout; scales tan, narrowly subulate. Fronds clustered or closely spaced; stipe 6-17 cm × 1.5-2.5 mm, covered with fibrous scales; lamina adaxially brownish green, broadly lanceolate, (8-)12-20 × 2.5-5 cm, thinly papery, abaxially densely covered with reddish brown, pellucid, ovate-lanceolate scales, adaxially glabrous, pinnate-pinnatifid, gradually tapered to pinnatifid apex; rachis and costae with sparse, small subulate-lanceolate scales. Pinnae (6-)10-16 pairs, obliquely spreading, ovate-deltoid or somewhat deltoid, 2-3 × 1-1.5 cm, pinnatifid nearly to costae; proximal pairs of pinnae shortly stalked. Segments 2-5 pairs, oblong-lanceolate or oblong, 5-8 × ca. 3 mm, apex rounded. Veins obscure. Sori spreading along lateral veins, covered with scales. 2n = 58.
242335793 | Rock crevices in woods in dry regions; 1800-4200 m. Sichuan, Xizang, Yunnan [India, Nepal, Pakistan; N and NE Africa, SW Asia, Europe].
242335795 | 三角金毛裸蕨 san jiao jin mao luo jue 
242335795 | Gymnopteris sargentii Christ, Bot. Gaz. 51: 355. 1911; Notholaena sargentii (Christ) Fraser-Jenkins; Paraceterach sargentii (Christ) R. M. Tryon.
242335795 | Plants small, less than 40 cm tall. Rhizomes decumbent or ascending, short, stout; scales shiny, brown, narrowly lanceolate. Fronds clustered; stipe light chestnut-colored, 5-12 cm × 1.5-2 mm, densely light brown sericeous proximally, becoming sparsely so distally; lamina adaxially brownish green, deltoid-lanceolate or oblong-lanceolate, 10-25 × 4-10 cm, 2-pinnate (apical portion 1-pinnate), leathery when dry, abaxially densely sericeous, adaxially sparsely sericeous; rachis and costae with same hairs as on lamina surface. Pinnae 8-14 pairs, inframedial pinnae alternate, lanceolate, 3.5-7 × 1-1.5 cm, stalked (stalks 3-7 mm), imparipinnate; pinnules 3-8 pairs, anatropous, ovate-deltoid or hastate, 4-5 × 3-4 mm, shortly stalked, base cordate, apex obtuse; terminal pinnule as lateral ones but with longer stalk and often inequilateral. Veins obscure. Sori covered with hairs.
242335795 | ● Rocky slopes, among shrubs in dry valleys; 1900-3300 m. W Sichuan, Xizang, NW Yunnan.
242335796 | 金毛裸蕨 jin mao luo jue 
242335796 | Gymnogramma vestita Hooker, Icon. Pl. 2: t. 115. 1837; Gymnopteris vestita (Hooker) Underwood; Hemionitis vestita (Hooker) J. Smith; Neurogramma vestita (Hooker) Diels; Notholaena himalaica Fraser-Jenkins; Paraceterach vestita (Hooker) R. M. Tryon; Syngramma vestita (Hooker) T. Moore.
242335796 | Rhizomes decumbent or ascending, short, stout; scales tan, narrowly subulate. Fronds clustered or closely spaced; stipe (6-)10-20 cm × 1-2.5 mm, densely brownish sericeous; lamina brown when dry, lanceolate, 10-15 × 2.5-5(-7) cm, imparipinnate, soft leathery, abaxially densely golden sericeous, adaxially sparsely pale brown sericeous; rachis and costae sericeous. Pinnae (7-)10-17 pairs, ovate or narrowly ovate, 1.5-4 × 1-2 cm, alternate, shortly stalked, base rounded or sometimes slightly cordate, rarely macroscopically auriculate, margins entire, apex obtuse. Veins obscure, pinnate and divergent, connecting near pinna margins. Sori covered with hairs. 2n = 60.
242335796 | Among shrubs in rock crevices; 800-3900 m. W Guizhou, Hebei, Shanxi, Sichuan, Taiwan, Xizang, Yunnan [Bhutan, India, Nepal, Pakistan, N Thailand].
242335796 | The epithet was first introduced by Wallich (Numer. List, no. 12. 1829) as "Grammitis vestita." K. H. Shing incorrectly cited "Wallich ex C. Presl" (Tent. Pterid. 218. 1836, nom. nud.) as the authority for the basionym.
250098305 | 泽泻蕨 ze xie jue 
250098305 | Hemionitis cordata Roxburgh ex Hooker & Greville, Icon. Filic. 1: t. 64. 1828; Gymnogramma sagittata (Fée) Ettingshausen; H. sagittata Fée; H. toxotis Trevisan.
250098305 | Rhizomes erect, short; scales brownish, narrowly lanceolate. Stipe of fertile frond much longer than that of sterile frond (more than 2-3 × length in dense forests, ca. 1 × in dry shrublands), 6-18 cm × ca. 1 mm; lamina abaxially brown, adaxially brownish green, ovate, narrowly ovate, or hastate, 3-6(-10) × 2-4(-6) cm, forming an oblique angle with stipe, herbaceous when dry, abaxially with sparse, small subulate scales (scales rather dense along main vein), adaxially glabrous, base strongly cordate, margin with sparse, reddish brown, jointed hairs, apex obtuse or rounded. Sori brown, following course of veins, confluent throughout abaxial surface when mature. 2n = 120.
250098305 | Wet soil and rock crevices of stream valleys in dense forests, shrublands, slopes; below 1000 m. Hainan, SW Taiwan, S Yunnan (Menghai) [Cambodia, India, Laos, Malaysia, Philippines, Sri Lanka, Thailand, Vietnam].
250098305 | Parahemionitis cordata used to be called Hemionitis arifolia (N. L. Burman) T. Moore or P. arifolia (N. L. Burman) Panigrahi (based on Asplenium arifolium N. L. Burman), but the type of the latter is in fact Acrostichum aureum, following Morton (Contr. U.S. Natl. Herb. 38: 283-396. 1974).
242336414 | 三角羽旱蕨 san jiao yu han jue 
242336414 | Pteris calomelanos Swartz, J. Bot. (Schrader) 1800(2): 70. 1801.
242336414 | Rhizomes decumbent or ascending, short and stout, 4-8 mm in diam.; scales bicolorous, black, with narrow pale brown margins, lustrous, lanceolate to narrowly lanceolate. Fronds clustered. Stipe dark brownish black, (3-)5-12(-30) cm, terete, with sparse narrow scales at base, glabrous above. Lamina grayish green, pale abaxially, ovate to oblong-deltoid, (5-)8-15(-25) × 4-6(-15) cm, 2-pinnate with discrete terminal pinnule, leathery, glabrous on both surfaces; rachis, costae, and pinnule stalks dark brownish black, terete, glabrous or rarely sparsely shortly hairy or -glandular. Pinnae 11-21, oblique; basal or second pairs of pinnae largest, medial and distal pinnae gradually reduced, undivided or imparipinnate with 3-11 pinnules, stalks 3-10 mm. Pinnules discrete, 3-7(-11), ovate to ovate-hastate, 6-25 × 4-22 mm, with stalks to ca. 3 mm, base cordate, apex obtuse. Veins obscure. Sori confluent. False indusia continuous, brown, slender, margins entire.
242336414 | Rock crevices in dry valleys; 900-1800 m. S Sichuan, Yunnan [India, Nepal, Pakistan; Africa, S Europe, Indian Ocean islands (Mascarene Islands), Madagascar].
242336414 | This widespread species sometimes has been divided into two or more varieties in Africa. The Chinese plants correspond to Pellaea calomelanos var. calomelanos.
242336417 | 四川旱蕨 si chuan han jue 
242336417 | Rhizomes erect, short; scales concolorous, brown, subulate-lanceolate, thin and twisted. Fronds densely clustered. Stipe dark brown, 3-8 cm, terete, brittle, with sparse narrow scales at base, occasionally with sparse, brown, hairlike scales distally. Lamina brownish green when dry, lanceolate to somewhat oblong-triangular, 5-10 × 2-4 cm, 2-pinnate or occasionally 3-pinnate with a discrete terminal pinnule or segment, papery, glabrous on both surfaces, base not reduced, apex shortly acuminate; rachis straight; rachis, costae, and costules chestnut-colored, lustrous. Pinnae 7-21, oblique; basal or second pair of pinnae largest, medial and distal pinnae gradually reduced, undivided or imparipinnate with 3-9 pinnules, stalks 1-3 mm. Ultimate pinnules or segments discrete, oblong to ovate, unlobed, 3-6 × 2-3 mm, shortly stalked, base rounded to truncate, apex rounded or obtuse. Sori ± confluent, continuous or sometimes interrupted at pinnule or segment apex. False indusia poorly developed, pale green, narrow, margins undulate or irregularly crenate.
